timestamp,run_id,index,filename,path,prompt,negative_prompt,style,model_id,seed,steps,guidance,elapsed
2025-11-18T22:59:54.837487Z,23e39f6c-9e75-47db-8477-85f4507c7691,1,image_01.png,outputs\20251119\05-59-47\image_01.png,"a futuristic city at sunset, ultra-detailed","lowres, blurry, bad anatomy",,runwayml/stable-diffusion-v1-5,,30,7.5,7.229
2025-11-18T23:20:09.846685Z,46397556-510c-43bc-8ec3-792331325297,1,image_01.png,outputs\20251119\06-19-49\image_01.png,"a futuristic city at sunset, ultra-detailed","lowres, blurry, bad anatomy",,dreamlike-art/dreamlike-photoreal-2.0,,30,7.5,20.127
